Re Im
-465.0 250.0
-137.0 379.0
517.0 830.0
754.0 1312.0
132.0 1361.0
-781.0 854.0
-956.0 81.0
-316.0 -455.0
176.0 -552.0
-181.0 -380.0
-907.0 -198.0
-1087.0 -69.0
-436.0 165.0
334.0 688.0
448.0 1206.0
-301.0 1361.0
-1228.0 924.0
-1528.0 360.0
-931.0 228.0
282.0 561.0
1087.0 803.0
878.0 330.0
-25.0 -489.0
-555.0 -674.0
-157.0 169.0
723.0 1192.0
1167.0 1264.0
960.0 314.0
658.0 -631.0
673.0 -641.0
786.0 30.0
507.0 366.0
-101.0 40.0
-347.0 -370.0
-50.0 -354.0
437.0 -52.0
736.0 170.0
731.0 197.0
561.0 264.0
230.0 374.0
-214.0 172.0
-594.0 -335.0
-716.0 -613.0
-660.0 -355.0
-637.0 132.0
-637.0 434.0
-373.0 497.0
100.0 583.0
300.0 581.0
-74.0 185.0
-616.0 -419.0
-586.0 -666.0
28.0 -106.0
602.0 593.0
661.0 530.0
552.0 -390.0
734.0 -1175.0
1102.0 -1182.0
925.0 -793.0
127.0 -736.0
-524.0 -896.0
-169.0 -611.0
918.0 220.0
1583.0 716.0
1225.0 271.0
408.0 -440.0
38.0 -425.0
163.0 357.0
137.0 849.0
-509.0 415.0
-1313.0 -209.0
-1493.0 -132.0
-786.0 345.0
178.0 367.0
586.0 -334.0
217.0 -889.0
-389.0 -550.0
-444.0 -27.0
172.0 -114.0
793.0 -601.0
565.0 -512.0
-362.0 455.0
-1181.0 1272.0
-1182.0 1100.0
-743.0 372.0
-551.0 176.0
-751.0 795.0
-770.0 1425.0
-249.0 1332.0
262.0 770.0
227.0 338.0
-87.0 253.0
-109.0 218.0
250.0 268.0
228.0 480.0
-324.0 589.0
-743.0 268.0
-436.0 -323.0
121.0 -604.0
121.0 -322.0
-228.0 131.0
8.0 240.0
1092.0 11.0
1901.0 -66.0
1451.0 164.0
232.0 386.0
-260.0 378.0
419.0 214.0
994.0 51.0
355.0 -45.0
-1050.0 -88.0
-1905.0 24.0
-1588.0 274.0
-672.0 399.0
-53.0 148.0
108.0 -386.0
68.0 -754.0
20.0 -627.0
-35.0 -172.0
-96.0 333.0
-36.0 600.0
236.0 449.0
532.0 -165.0
680.0 -869.0
592.0 -1089.0
128.0 -702.0
-493.0 -70.0
-901.0 290.0
-777.0 350.0
-197.0 379.0
401.0 266.0
706.0 -192.0
673.0 -695.0
488.0 -765.0
259.0 -312.0
167.0 -62.0
377.0 -397.0
579.0 -763.0
281.0 -362.0
-508.0 498.0
-1103.0 685.0
-941.0 -225.0
-232.0 -1306.0
480.0 -1412.0
786.0 -807.0
944.0 -423.0
1077.0 -525.0
929.0 -574.0
528.0 -193.0
135.0 4.0
-49.0 -486.0
-423.0 -1278.0
-1173.0 -1513.0
-1578.0 -993.0
-870.0 -340.0
477.0 -47.0
1019.0 90.0
248.0 494.0
-544.0 1017.0
-178.0 973.0
802.0 226.0
867.0 -596.0
-227.0 -628.0
-1042.0 167.0
-701.0 975.0
31.0 1041.0
-10.0 473.0
-464.0 100.0
-175.0 441.0
887.0 948.0
1390.0 612.0
554.0 -497.0
-725.0 -1309.0
-1265.0 -1023.0
-1106.0 -84.0
-975.0 389.0
-1149.0 188.0
-1047.0 202.0
-400.0 737.0
311.0 1188.0
605.0 924.0
632.0 282.0
699.0 49.0
833.0 450.0
881.0 773.0
926.0 567.0
990.0 28.0
800.0 -454.0
123.0 -669.0
-588.0 -654.0
-472.0 -152.0
542.0 710.0
1443.0 1237.0
1269.0 770.0
139.0 -395.0
-927.0 -1302.0
-1177.0 -1402.0
-822.0 -1102.0
-525.0 -893.0
-632.0 -683.0
-921.0 -284.0
-895.0 -9.0
-440.0 -254.0
16.0 -608.0
-195.0 -571.0
-1098.0 -228.0
-1753.0 -211.0
-1321.0 -591.0
-39.0 -859.0
771.0 -475.0
330.0 293.0
-625.0 902.0
-808.0 1033.0
-68.0 723.0
561.0 57.0
356.0 -643.0
-166.0 -743.0
-215.0 -13.0
188.0 732.0
254.0 511.0
-362.0 -345.0
-994.0 -399.0
-750.0 708.0
255.0 1577.0
826.0 652.0
213.0 -1256.0
-1105.0 -1859.0
-1671.0 -1506.0
-794.0 -247.0
567.0 115.0
804.0 3.0
-336.0 339.0
-1339.0 916.0
-869.0 552.0
505.0 -733.0
1054.0 -1617.0
175.0 -1340.0
-757.0 -487.0
-588.0 -85.0
156.0 -107.0
100.0 101.0
-675.0 598.0
-771.0 682.0
259.0 122.0
1165.0 -437.0
883.0 -440.0
88.0 -74.0
-9.0 162.0
454.0 -45.0
284.0 -485.0
-595.0 -1204.0
-946.0 -1704.0
3.0 -1795.0
1021.0 -1094.0
769.0 -180.0
-170.0 73.0
-324.0 36.0
553.0 114.0
1026.0 648.0
269.0 928.0
-685.0 635.0
-559.0 146.0
292.0 47.0
524.0 226.0
-234.0 267.0
-1007.0 189.0
-1054.0 200.0
-614.0 141.0
-296.0 -446.0
-155.0 -1249.0
117.0 -1184.0
314.0 -29.0
361.0 937.0
389.0 484.0
484.0 -871.0
361.0 -1510.0
-228.0 -754.0
-666.0 354.0
-105.0 668.0
1025.0 374.0
1468.0 248.0
605.0 296.0
-436.0 -166.0
-361.0 -1229.0
391.0 -1812.0
481.0 -1593.0
-368.0 -339.0
-805.0 621.0
9.0 925.0
1223.0 864.0
1370.0 701.0
466.0 522.0
-285.0 251.0
-220.0 -30.0
274.0 -168.0
511.0 -166.0
687.0 -157.0
1078.0 -4.0
1177.0 336.0
509.0 692.0
-448.0 877.0
-744.0 803.0
-168.0 569.0
520.0 188.0
466.0 -252.0
-97.0 -584.0
-416.0 -681.0
-177.0 -556.0
160.0 -170.0
276.0 453.0
162.0 1088.0
-152.0 1100.0
-614.0 161.0
-1115.0 -1213.0
-1162.0 -1854.0
-569.0 -1419.0
267.0 -41.0
649.0 546.0
447.0 105.0
14.0 -585.0
-220.0 -626.0
-217.0 -75.0
-145.0 425.0
46.0 615.0
526.0 747.0
1036.0 761.0
1074.0 408.0
408.0 -316.0
-453.0 -592.0
-752.0 128.0
-301.0 1076.0
436.0 1067.0
891.0 -75.0
947.0 -1102.0
755.0 -956.0
396.0 71.0
-167.0 831.0
-594.0 551.0
-485.0 -354.0
396.0 -1180.0
1386.0 -1621.0
1599.0 -1772.0
915.0 -1516.0
219.0 -755.0
275.0 124.0
700.0 430.0
412.0 -29.0
-788.0 -648.0
-1774.0 -886.0
-1305.0 -767.0
272.0 -719.0
1305.0 -1048.0
697.0 -1485.0
-798.0 -1565.0
-1618.0 -1032.0
-1076.0 -37.0
261.0 979.0
1150.0 1396.0
1210.0 908.0
683.0 -109.0
-40.0 -837.0
-580.0 -932.0
-604.0 -645.0
-93.0 -396.0
458.0 -214.0
569.0 193.0
207.0 705.0
-20.0 655.0
162.0 -16.0
199.0 -597.0
-416.0 -334.0
-1255.0 432.0
-1392.0 707.0
-523.0 -15.0
535.0 -1091.0
884.0 -1689.0
555.0 -1718.0
206.0 -1581.0
-18.0 -1595.0
-334.0 -1446.0
-679.0 -1002.0
-677.0 -373.0
-166.0 162.0
392.0 573.0
534.0 857.0
390.0 722.0
427.0 248.0
600.0 -115.0
534.0 53.0
265.0 558.0
178.0 631.0
419.0 -28.0
637.0 -784.0
612.0 -824.0
656.0 -125.0
915.0 366.0
931.0 127.0
173.0 -314.0
-861.0 -236.0
-1012.0 434.0
-120.0 882.0
653.0 511.0
302.0 -320.0
-498.0 -783.0
-470.0 -553.0
437.0 -80.0
926.0 99.0
275.0 -76.0
-604.0 -193.0
-383.0 6.0
648.0 278.0
1100.0 331.0
486.0 252.0
-234.0 377.0
40.0 692.0
872.0 775.0
970.0 325.0
-114.0 -289.0
-1316.0 -407.0
-1570.0 63.0
-937.0 513.0
-275.0 416.0
-142.0 120.0
-283.0 388.0
-108.0 1217.0
238.0 1763.0
327.0 1191.0
-160.0 55.0
-783.0 -370.0
-1075.0 514.0
-635.0 1466.0
43.0 1166.0
198.0 -635.0
-815.0 -1728.0
-1844.0 -1811.0
-2048.0 -1207.0
-980.0 -686.0
1022.0 -1145.0
1566.0 -1235.0
666.0 -571.0
-547.0 326.0
-485.0 275.0
772.0 -401.0
1922.0 -686.0
2047.0 -134.0
1406.0 469.0
658.0 340.0
98.0 -169.0
-557.0 -288.0
-1059.0 14.0
-919.0 13.0
-163.0 -538.0
373.0 -857.0
285.0 -415.0
107.0 365.0
553.0 665.0
1323.0 415.0
1238.0 255.0
-51.0 526.0
-1325.0 720.0
-1347.0 260.0
-310.0 -526.0
327.0 -850.0
-158.0 -416.0
-933.0 378.0
-732.0 791.0
453.0 665.0
1419.0 224.0
1292.0 -57.0
406.0 5.0
-193.0 244.0
60.0 392.0
832.0 155.0
1322.0 -211.0
1114.0 -317.0
422.0 47.0
-172.0 564.0
-206.0 751.0
130.0 418.0
451.0 -164.0
582.0 -404.0
516.0 -248.0
297.0 183.0
-58.0 562.0
-290.0 634.0
-81.0 551.0
507.0 552.0
879.0 799.0
601.0 985.0
40.0 663.0
-1.0 -280.0
452.0 -1283.0
623.0 -1767.0
38.0 -1653.0
-684.0 -1132.0
-612.0 -356.0
82.0 609.0
378.0 1211.0
-220.0 801.0
-916.0 -459.0
-634.0 -1351.0
399.0 -817.0
1139.0 606.0
1022.0 1407.0
564.0 769.0
408.0 -402.0
506.0 -806.0
474.0 -196.0
144.0 501.0
-195.0 417.0
-276.0 -228.0
-214.0 -720.0
-191.0 -742.0
-220.0 -583.0
-115.0 -256.0
-53.0 367.0
-189.0 1126.0
-674.0 1313.0
-1208.0 430.0
-1254.0 -835.0
-479.0 -1252.0
580.0 -497.0
980.0 609.0
176.0 1012.0
-1107.0 699.0
-1635.0 572.0
-925.0 1022.0
235.0 1416.0
648.0 1000.0
221.0 -112.0
-349.0 -869.0
-576.0 -628.0
-762.0 55.0
-1102.0 418.0
-1134.0 390.0
-403.0 403.0
730.0 437.0
1282.0 215.0
734.0 -289.0
-433.0 -679.0
-1394.0 -683.0
-1602.0 -715.0
-1103.0 -1046.0
-206.0 -1251.0
642.0 -857.0
841.0 31.0
331.0 616.0
-401.0 488.0
-585.0 77.0
-13.0 51.0
934.0 357.0
1426.0 459.0
1163.0 207.0
429.0 -227.0
-100.0 -599.0
52.0 -685.0
625.0 -289.0
1031.0 440.0
1011.0 811.0
803.0 409.0
865.0 -472.0
1138.0 -764.0
1071.0 -269.0
433.0 59.0
-292.0 -424.0
-612.0 -1056.0
-566.0 -652.0
-503.0 483.0
-376.0 944.0
77.0 199.0
731.0 -443.0
1089.0 331.0
944.0 1803.0
837.0 1965.0
1104.0 340.0
1231.0 -1389.0
472.0 -1546.0
-708.0 -367.0
-1037.0 387.0
-201.0 70.0
619.0 -503.0
385.0 -506.0
-390.0 -171.0
-612.0 -50.0
-221.0 -84.0
86.0 -104.0
59.0 -42.0
-49.0 -18.0
-54.0 -6.0
-15.0 -16.0
-10.0 -22.0
-35.0 -11.0
-20.0 -15.0
-33.0 1.0
-14.0 -15.0
-24.0 -17.0
-25.0 -17.0
-26.0 -9.0
-1.0 -3.0
3.0 -6.0
-15.0 -12.0
-4.0 -39.0
1.0 -39.0
-30.0 -38.0
-28.0 -20.0
-22.0 -30.0
-31.0 -8.0
-33.0 -21.0
-20.0 -27.0
-10.0 -13.0
7.0 -25.0
-31.0 -27.0
-30.0 -28.0
-20.0 -16.0
-21.0 -36.0
-25.0 -37.0
-23.0 -48.0
-8.0 -40.0
-10.0 -26.0
-7.0 -31.0
-22.0 -11.0
-10.0 -34.0
-1.0 -17.0
-23.0 -38.0
-27.0 -47.0
-7.0 -45.0
25.0 -59.0
10.0 -47.0
8.0 -62.0
-5.0 -46.0
5.0 -38.0
6.0 -39.0
3.0 -42.0
13.0 -55.0
5.0 -57.0
0.0 -45.0
1.0 -33.0
6.0 -56.0
0.0 -47.0
16.0 -44.0
16.0 -39.0
-9.0 -19.0
-5.0 -35.0
-4.0 -40.0
4.0 -37.0
12.0 -49.0
-3.0 -65.0
0.0 -27.0
24.0 -20.0
10.0 -42.0
28.0 -58.0
14.0 -34.0
14.0 -36.0
18.0 -61.0
6.0 -26.0
18.0 -41.0
38.0 -26.0
31.0 -28.0
38.0 -48.0
41.0 -39.0
19.0 -42.0
29.0 -38.0
40.0 -23.0
35.0 -19.0
21.0 -41.0
22.0 -35.0
39.0 -18.0
20.0 -40.0
24.0 -47.0
20.0 -19.0
32.0 -41.0
13.0 -39.0
18.0 -6.0
34.0 -14.0
25.0 -28.0
17.0 -10.0
33.0 -26.0
41.0 -15.0
37.0 -35.0
31.0 -30.0
55.0 -23.0
34.0 -29.0
18.0 -20.0
28.0 -27.0
40.0 -15.0
50.0 -35.0
37.0 -21.0
31.0 -17.0
48.0 -17.0
40.0 -14.0
39.0 -23.0
65.0 -19.0
51.0 -1.0
43.0 -19.0
44.0 -12.0
41.0 3.0
44.0 -23.0
50.0 -4.0
60.0 -15.0
51.0 -3.0
48.0 5.0
36.0 28.0
38.0 6.0
61.0 -2.0
50.0 15.0
49.0 -2.0
76.0 8.0
98.0 -3.0
93.0 -10.0
104.0 3.0
96.0 7.0
97.0 12.0
113.0 15.0
103.0 3.0
113.0 9.0
107.0 14.0
90.0 10.0
83.0 -6.0
91.0 12.0
109.0 22.0
76.0 24.0
64.0 33.0
80.0 26.0
73.0 18.0
72.0 11.0
78.0 34.0
77.0 34.0
92.0 58.0
83.0 50.0
53.0 76.0
67.0 54.0
66.0 36.0
74.0 55.0
60.0 55.0
72.0 55.0
54.0 58.0
64.0 41.0
68.0 51.0
47.0 41.0
52.0 53.0
57.0 36.0
58.0 63.0
76.0 58.0
47.0 51.0
29.0 11.0
4.0 -44.0
25.0 -11.0
22.0 4.0
1.0 7.0
2.0 3.0
-2.0 17.0
4.0 3.0
9.0 -7.0
5.0 -1.0
-3.0 -17.0
-4.0 4.0
10.0 12.0
14.0 2.0
8.0 3.0
11.0 7.0
15.0 -14.0
6.0 -2.0
-5.0 -15.0
24.0 1.0
1.0 -14.0
5.0 -24.0
18.0 -4.0
24.0 -4.0
14.0 17.0
11.0 -15.0
3.0 -10.0
-2.0 -2.0
16.0 7.0
28.0 1.0
-5.0 -14.0
-2.0 7.0
8.0 7.0
12.0 3.0
4.0 -3.0
19.0 10.0
4.0 3.0
4.0 10.0
0.0 4.0
17.0 -16.0
16.0 -11.0
12.0 -5.0
15.0 4.0
9.0 1.0
2.0 9.0
23.0 -8.0
11.0 -2.0
17.0 24.0
14.0 -1.0
7.0 -22.0
-17.0 -10.0
-1.0 -17.0
19.0 -11.0
9.0 -15.0
2.0 7.0
-1.0 2.0
19.0 20.0
-4.0 21.0
12.0 -15.0
24.0 22.0
20.0 -21.0
9.0 -9.0
18.0 -14.0
9.0 -2.0
0.0 5.0
21.0 -5.0
-2.0 2.0
-12.0 -12.0
-3.0 1.0
-2.0 2.0
-10.0 -3.0
6.0 -4.0
22.0 -9.0
21.0 9.0
23.0 -19.0
0.0 -6.0
9.0 -11.0
6.0 -17.0
1.0 14.0
-1.0 -3.0
6.0 1.0
-15.0 -9.0
-3.0 -13.0
-2.0 5.0
5.0 -1.0
3.0 -25.0
-9.0 5.0
1.0 9.0
-19.0 9.0
9.0 -9.0
16.0 -5.0
8.0 13.0
14.0 -10.0
7.0 -11.0
4.0 13.0
-1.0 -3.0
26.0 -8.0
26.0 4.0
23.0 -3.0
-4.0 16.0
4.0 -5.0
11.0 -14.0
15.0 -4.0
27.0 -5.0
9.0 8.0
-8.0 -8.0
10.0 3.0
5.0 7.0
20.0 -19.0
20.0 3.0
36.0 -1.0
25.0 -27.0
20.0 -15.0
-6.0 -14.0
3.0 18.0
22.0 -18.0
30.0 -21.0
10.0 -8.0
17.0 12.0
11.0 1.0
-9.0 -11.0
1.0 23.0
5.0 -4.0
10.0 9.0
-11.0 5.0
9.0 -26.0
8.0 3.0
4.0 6.0
-13.0 6.0
-4.0 -8.0
11.0 -6.0
11.0 -8.0
5.0 -17.0
19.0 -8.0
16.0 8.0
0.0 -4.0
10.0 -29.0
4.0 -22.0
5.0 -7.0
-9.0 4.0
-3.0 -3.0
-1.0 -15.0
14.0 12.0
8.0 10.0
-1.0 21.0
7.0 1.0
1.0 19.0
9.0 21.0
10.0 1.0
7.0 3.0
16.0 13.0
24.0 8.0
2.0 -27.0
22.0 -6.0
16.0 1.0
-6.0 -4.0
-3.0 -9.0
3.0 3.0
16.0 24.0
-17.0 26.0
3.0 -16.0
39.0 -1.0
15.0 4.0
24.0 -8.0
19.0 11.0
-8.0 9.0
1.0 3.0
-3.0 -8.0
17.0 11.0
14.0 -14.0
6.0 -8.0
8.0 22.0
-3.0 18.0
26.0 -13.0
15.0 -11.0
2.0 -10.0
20.0 16.0
24.0 5.0
8.0 -14.0
-8.0 3.0
17.0 14.0
16.0 4.0
24.0 1.0
36.0 -12.0
16.0 2.0
0.0 1.0
13.0 -12.0
43.0 -21.0
8.0 -9.0
5.0 -21.0
5.0 -8.0
5.0 -2.0
37.0 -11.0
8.0 -2.0
1.0 17.0
31.0 10.0
8.0 15.0
1.0 13.0
20.0 -7.0
34.0 -5.0
10.0 11.0
10.0 6.0
14.0 -4.0
25.0 -2.0
20.0 -11.0
5.0 -14.0
25.0 -16.0
13.0 6.0
-4.0 -10.0
-6.0 -7.0
-15.0 0.0
-14.0 -20.0
-8.0 -4.0
15.0 -8.0
16.0 9.0
4.0 -12.0
-12.0 -13.0
-5.0 2.0
-1.0 -10.0
3.0 7.0
11.0 0.0
17.0 -19.0
11.0 14.0
27.0 0.0
10.0 -1.0
-11.0 11.0
15.0 2.0
6.0 -22.0
13.0 -18.0
0.0 -8.0
6.0 1.0
13.0 20.0
6.0 2.0
6.0 4.0
9.0 1.0
-2.0 2.0
-3.0 3.0
-3.0 -5.0
-8.0 4.0
4.0 -1.0
6.0 5.0
14.0 -1.0
5.0 2.0
11.0 -4.0
5.0 -21.0
-12.0 -2.0
5.0 7.0
-2.0 3.0
-16.0 13.0
4.0 9.0
-19.0 15.0
-30.0 15.0
3.0 13.0
-4.0 5.0
-8.0 7.0
-5.0 16.0
5.0 3.0
-7.0 -44.0
-12.0 5.0
30.0 -10.0
11.0 6.0
-12.0 -6.0
6.0 -20.0
-7.0 4.0
-1.0 13.0
3.0 -9.0
7.0 -9.0
5.0 3.0
-3.0 -6.0
9.0 11.0
18.0 4.0
24.0 8.0
18.0 -6.0
1.0 3.0
-20.0 -1.0
10.0 0.0
7.0 -25.0
13.0 7.0
0.0 -16.0
8.0 4.0
-11.0 31.0
-16.0 -2.0
19.0 -5.0
5.0 10.0
18.0 24.0
5.0 7.0
6.0 33.0
25.0 -14.0
0.0 -12.0
-17.0 -9.0
7.0 -22.0
1.0 5.0
0.0 2.0
2.0 -7.0
1.0 6.0
28.0 10.0
2.0 11.0
21.0 -14.0
5.0 -3.0
1.0 -4.0
8.0 -23.0
0.0 7.0
4.0 -2.0
12.0 8.0
-3.0 2.0
-2.0 0.0
7.0 -1.0
10.0 16.0
5.0 15.0
36.0 15.0
-6.0 7.0
2.0 -17.0
3.0 -5.0
-8.0 -3.0
3.0 -2.0
10.0 15.0
12.0 7.0
12.0 -6.0
-5.0 -12.0
-14.0 6.0
2.0 5.0
8.0 -28.0
14.0 -16.0
20.0 13.0
-3.0 10.0
17.0 21.0
-16.0 3.0
5.0 -13.0
-12.0 -4.0
5.0 2.0
20.0 -4.0
5.0 17.0
5.0 -2.0
0.0 1.0
27.0 -11.0
19.0 1.0
3.0 11.0
17.0 24.0
3.0 19.0
2.0 15.0
15.0 9.0
30.0 8.0
-1.0 5.0
6.0 -3.0
-8.0 -7.0
7.0 -4.0
27.0 -6.0
16.0 1.0
25.0 8.0
16.0 5.0
6.0 13.0
5.0 -13.0
5.0 -3.0
3.0 -13.0
3.0 1.0
24.0 8.0
15.0 -10.0
5.0 -10.0
-3.0 6.0
17.0 21.0
-10.0 6.0
-4.0 -12.0
-1.0 17.0
13.0 -17.0
16.0 -3.0
11.0 9.0
13.0 -1.0
20.0 -11.0
15.0 -2.0
21.0 -9.0
0.0 -2.0
6.0 1.0
20.0 6.0
-15.0 4.0
5.0 5.0
22.0 18.0
2.0 13.0
18.0 -11.0
16.0 -23.0
1.0 10.0
-3.0 -9.0
13.0 19.0
4.0 15.0
11.0 8.0
-6.0 10.0
-3.0 11.0
2.0 15.0
13.0 -15.0
6.0 13.0
-4.0 8.0
8.0 -21.0
18.0 -3.0
-1.0 -5.0
2.0 -11.0
16.0 7.0
14.0 7.0
-5.0 -11.0
10.0 16.0
-10.0 5.0
-19.0 0.0
2.0 -11.0
10.0 -2.0
7.0 16.0
16.0 -10.0
6.0 -8.0
4.0 2.0
33.0 10.0
23.0 14.0
10.0 -1.0
5.0 1.0
-4.0 -6.0
6.0 -1.0
-7.0 -3.0
9.0 9.0
13.0 21.0
14.0 2.0
5.0 18.0
7.0 10.0
7.0 7.0
-2.0 0.0
6.0 -1.0
12.0 8.0
2.0 11.0
-3.0 -10.0
-3.0 -16.0
-6.0 1.0
4.0 3.0
15.0 2.0
12.0 -10.0
13.0 -4.0
16.0 1.0
11.0 4.0
13.0 6.0
6.0 10.0
0.0 17.0
8.0 4.0
5.0 -1.0
3.0 21.0
6.0 -6.0
9.0 10.0
29.0 -17.0
13.0 3.0
6.0 4.0
-14.0 -16.0
7.0 18.0
31.0 4.0
21.0 8.0
1.0 -11.0
8.0 7.0
8.0 11.0
24.0 -2.0
20.0 -4.0
15.0 14.0
6.0 -3.0
13.0 -25.0
1.0 -7.0
14.0 8.0
14.0 6.0
-4.0 -16.0
25.0 2.0
-11.0 -1.0
-16.0 -2.0
-15.0 13.0
8.0 -2.0
0.0 8.0
15.0 -7.0
8.0 12.0
-13.0 16.0
6.0 -19.0
15.0 -2.0
-8.0 -4.0
-6.0 4.0
7.0 -1.0
5.0 4.0
-5.0 4.0
-2.0 7.0
6.0 7.0
8.0 12.0
6.0 -4.0
14.0 -2.0
12.0 10.0
14.0 -5.0
7.0 -9.0
-6.0 0.0
10.0 2.0
9.0 -9.0
-10.0 14.0
-4.0 2.0
25.0 28.0
21.0 -3.0
8.0 -6.0
17.0 -5.0
8.0 -3.0
3.0 13.0
-2.0 17.0
0.0 -2.0
9.0 -8.0
6.0 5.0
11.0 0.0
9.0 1.0
11.0 -11.0
-3.0 -5.0
3.0 -8.0
27.0 1.0
21.0 3.0
18.0 5.0
4.0 9.0
1.0 -2.0
4.0 8.0
12.0 8.0
19.0 11.0
6.0 -8.0
-2.0 -11.0
6.0 2.0
-3.0 7.0
7.0 9.0
7.0 1.0
5.0 13.0
8.0 -6.0
-11.0 -4.0
13.0 -3.0
18.0 3.0
0.0 -11.0
-7.0 -18.0
-4.0 -2.0
17.0 0.0
12.0 5.0
-18.0 -10.0
0.0 3.0
5.0 3.0
19.0 -3.0
33.0 11.0
12.0 7.0
4.0 -3.0
28.0 7.0
16.0 -15.0
-3.0 -5.0
17.0 4.0
14.0 24.0
1.0 3.0
2.0 4.0
-20.0 -16.0
-3.0 2.0
5.0 41.0
6.0 1.0
-1.0 6.0
-4.0 8.0
11.0 5.0
23.0 -8.0
6.0 15.0
12.0 12.0
2.0 4.0
-5.0 17.0
-5.0 -14.0
5.0 -8.0
-5.0 8.0
14.0 -15.0
3.0 3.0
-7.0 -4.0
-9.0 -2.0
-6.0 8.0
9.0 3.0
8.0 7.0
5.0 -18.0
-7.0 -6.0
27.0 -8.0
1.0 -28.0
11.0 -10.0
30.0 -7.0
20.0 -1.0
14.0 -3.0
17.0 -13.0
8.0 17.0
27.0 23.0
7.0 1.0
1.0 3.0
6.0 11.0
8.0 -1.0
13.0 5.0
-3.0 1.0
-8.0 -21.0
-3.0 -1.0
27.0 3.0
6.0 2.0
10.0 -9.0
14.0 -13.0
26.0 -11.0
16.0 15.0
13.0 1.0
1.0 -15.0
16.0 4.0
5.0 1.0
-16.0 7.0
16.0 4.0
28.0 -3.0
6.0 -9.0
12.0 2.0
25.0 8.0
20.0 -9.0
13.0 -7.0
18.0 -4.0
12.0 -14.0
-7.0 5.0
4.0 11.0
5.0 3.0
10.0 12.0
4.0 -19.0
-6.0 -9.0
4.0 12.0
2.0 13.0
3.0 6.0
28.0 -3.0
14.0 28.0
-3.0 7.0
15.0 19.0
12.0 2.0
-2.0 1.0
-3.0 0.0
5.0 1.0
3.0 -2.0
4.0 1.0
19.0 -5.0
-8.0 15.0
6.0 6.0
8.0 -7.0
-4.0 -1.0
10.0 10.0
-4.0 -7.0
-1.0 -5.0
6.0 -17.0
5.0 -20.0
14.0 -14.0
14.0 14.0
2.0 0.0
0.0 -10.0
13.0 8.0
19.0 5.0
14.0 5.0
23.0 18.0
-4.0 -16.0
-15.0 -3.0
-1.0 -5.0
-9.0 -17.0
21.0 7.0
15.0 6.0
17.0 17.0
12.0 27.0
9.0 4.0
-9.0 -4.0
6.0 -3.0
21.0 26.0
10.0 19.0
-11.0 -4.0
12.0 23.0
-6.0 13.0
-7.0 8.0
21.0 3.0
31.0 1.0
6.0 10.0
13.0 5.0
0.0 2.0
-5.0 0.0
15.0 -16.0
-9.0 -10.0
9.0 -8.0
-5.0 -16.0
-9.0 -15.0
12.0 2.0
20.0 -1.0
2.0 2.0
3.0 9.0
7.0 16.0
18.0 0.0
-1.0 -16.0
2.0 -14.0
31.0 7.0
15.0 -18.0
-6.0 -19.0
2.0 -2.0
9.0 -2.0
13.0 15.0
3.0 0.0
13.0 -7.0
6.0 -5.0
6.0 11.0
5.0 -5.0
12.0 -18.0
29.0 8.0
10.0 11.0
31.0 16.0
-14.0 9.0
14.0 -1.0
25.0 -8.0
12.0 -4.0
-6.0 -13.0
5.0 18.0
10.0 31.0
-15.0 8.0
-2.0 16.0
13.0 -7.0
12.0 -7.0
0.0 -13.0
-7.0 8.0
-4.0 10.0
13.0 2.0
17.0 -1.0
11.0 15.0
7.0 15.0
-18.0 -12.0
-7.0 1.0
32.0 1.0
23.0 11.0
1.0 0.0
-5.0 -11.0
4.0 -3.0
-4.0 3.0
14.0 5.0
1.0 10.0
1.0 2.0
-6.0 15.0
-19.0 4.0
8.0 6.0
-3.0 -24.0
-1.0 -21.0
7.0 -7.0
-5.0 4.0
6.0 3.0
-5.0 -6.0
-4.0 -8.0
13.0 -9.0
-14.0 1.0
-3.0 8.0
-4.0 -6.0
-2.0 -20.0
22.0 -9.0
35.0 -21.0
10.0 -19.0
7.0 5.0
17.0 -2.0
9.0 -18.0
32.0 -5.0
23.0 10.0
3.0 -11.0
8.0 1.0
-2.0 -20.0
6.0 3.0
4.0 9.0
16.0 2.0
6.0 -11.0
-3.0 -10.0
6.0 -24.0
8.0 8.0
-8.0 -16.0
-18.0 -13.0
14.0 -2.0
20.0 -14.0
6.0 3.0
-15.0 -23.0
-14.0 -8.0
-16.0 1.0
21.0 -5.0
17.0 -3.0
20.0 4.0
11.0 -9.0
-3.0 -10.0
7.0 -12.0
-11.0 -24.0
13.0 -1.0
9.0 -9.0
16.0 11.0
12.0 -17.0
10.0 -19.0
4.0 -18.0
-6.0 -19.0
-12.0 -15.0
-12.0 -4.0
11.0 -1.0
17.0 -1.0
27.0 6.0
5.0 -11.0
-4.0 -11.0
-4.0 2.0
2.0 -8.0
16.0 -6.0
9.0 0.0
-6.0 -13.0
-13.0 -17.0
1.0 -33.0
-20.0 -6.0
23.0 -4.0
17.0 -5.0
3.0 13.0
11.0 10.0
-3.0 -26.0
9.0 -25.0
10.0 0.0
10.0 -9.0
-14.0 -1.0
18.0 -2.0
0.0 12.0
14.0 6.0
7.0 16.0
6.0 2.0
3.0 -9.0
6.0 -3.0
0.0 -17.0
14.0 -8.0
19.0 -3.0
-1.0 6.0
0.0 1.0
10.0 4.0
-7.0 -6.0
10.0 -4.0
6.0 -3.0
11.0 -4.0
