Re Im
874.0 -1035.0
695.0 -1389.0
-332.0 -1325.0
-998.0 -966.0
-790.0 -736.0
-180.0 -741.0
398.0 -664.0
846.0 -311.0
1144.0 99.0
990.0 230.0
341.0 -6.0
-264.0 -237.0
-297.0 -290.0
102.0 -265.0
308.0 -328.0
103.0 -325.0
86.0 -93.0
538.0 114.0
788.0 -44.0
198.0 -604.0
-770.0 -944.0
-913.0 -551.0
-17.0 218.0
744.0 566.0
289.0 80.0
-864.0 -560.0
-1288.0 -569.0
-558.0 24.0
381.0 403.0
448.0 37.0
-99.0 -641.0
-337.0 -812.0
-93.0 -353.0
56.0 72.0
-209.0 8.0
-441.0 -281.0
-184.0 -317.0
306.0 -186.0
371.0 -476.0
-54.0 -1018.0
-469.0 -1068.0
-379.0 -208.0
160.0 819.0
641.0 972.0
686.0 220.0
171.0 -547.0
-576.0 -383.0
-916.0 545.0
-544.0 1307.0
110.0 1220.0
383.0 478.0
57.0 -359.0
-206.0 -758.0
223.0 -449.0
900.0 403.0
946.0 1163.0
230.0 1004.0
-295.0 101.0
61.0 -727.0
575.0 -725.0
157.0 -139.0
-910.0 102.0
-1103.0 -393.0
117.0 -965.0
1625.0 -827.0
2014.0 -172.0
1178.0 227.0
256.0 114.0
-147.0 -56.0
-406.0 180.0
-812.0 610.0
-875.0 605.0
-57.0 141.0
1004.0 -480.0
1245.0 -867.0
508.0 -864.0
-234.0 -458.0
-152.0 81.0
458.0 358.0
758.0 31.0
563.0 -554.0
114.0 -600.0
-337.0 -37.0
-573.0 440.0
-430.0 31.0
275.0 -747.0
884.0 -870.0
593.0 -13.0
-609.0 931.0
-1550.0 1002.0
-1405.0 337.0
-552.0 -355.0
-123.0 -579.0
-383.0 -629.0
-550.0 -571.0
-35.0 -310.0
886.0 65.0
1245.0 239.0
758.0 1.0
-91.0 -244.0
-774.0 -178.0
-1092.0 -41.0
-1050.0 -301.0
-686.0 -729.0
-149.0 -468.0
139.0 527.0
-30.0 1235.0
-347.0 723.0
-368.0 -442.0
-155.0 -876.0
-188.0 -168.0
-519.0 622.0
-826.0 410.0
-851.0 -517.0
-659.0 -959.0
-392.0 -196.0
-91.0 1064.0
306.0 1732.0
628.0 1467.0
734.0 688.0
647.0 87.0
565.0 -42.0
453.0 232.0
186.0 453.0
-289.0 236.0
-602.0 -218.0
-519.0 -431.0
-366.0 77.0
-448.0 541.0
-530.0 283.0
-216.0 -1089.0
460.0 -1770.0
849.0 -1804.0
592.0 -834.0
-17.0 252.0
-239.0 47.0
68.0 -327.0
331.0 -150.0
183.0 630.0
-105.0 1006.0
10.0 652.0
446.0 281.0
701.0 521.0
534.0 950.0
291.0 593.0
231.0 -360.0
270.0 -886.0
69.0 -316.0
-298.0 644.0
-402.0 927.0
3.0 591.0
634.0 582.0
743.0 1224.0
230.0 1678.0
-474.0 1243.0
-809.0 422.0
-545.0 193.0
-241.0 701.0
-348.0 1045.0
-813.0 648.0
-1219.0 102.0
-1293.0 176.0
-1065.0 654.0
-698.0 592.0
-170.0 -118.0
482.0 -625.0
955.0 -121.0
918.0 1005.0
247.0 1551.0
-566.0 887.0
-816.0 -473.0
-206.0 -1444.0
716.0 -1691.0
1200.0 -1393.0
886.0 -973.0
78.0 -837.0
-582.0 -872.0
-786.0 -767.0
-529.0 -380.0
91.0 16.0
819.0 12.0
1477.0 -457.0
1873.0 -853.0
1912.0 -637.0
1648.0 -102.0
1293.0 131.0
1062.0 -206.0
1118.0 -572.0
1337.0 -360.0
1172.0 104.0
331.0 243.0
-812.0 -81.0
-1176.0 -343.0
-239.0 -213.0
1238.0 -81.0
1857.0 -348.0
1086.0 -724.0
-166.0 -632.0
-594.0 31.0
-80.0 562.0
519.0 452.0
375.0 9.0
-222.0 43.0
-463.0 609.0
-157.0 1052.0
242.0 886.0
296.0 430.0
-62.0 237.0
-603.0 435.0
-1138.0 513.0
-1454.0 166.0
-1306.0 -263.0
-714.0 -294.0
-102.0 163.0
103.0 480.0
-137.0 256.0
-431.0 -382.0
-555.0 -1039.0
-350.0 -1137.0
262.0 -717.0
992.0 -127.0
1258.0 44.0
624.0 -324.0
-470.0 -677.0
-911.0 -488.0
-288.0 242.0
536.0 783.0
360.0 572.0
-744.0 50.0
-1468.0 -141.0
-883.0 75.0
238.0 191.0
723.0 -11.0
467.0 -181.0
263.0 18.0
557.0 227.0
613.0 -82.0
-235.0 -671.0
-1458.0 -794.0
-1923.0 -224.0
-1341.0 323.0
-500.0 467.0
-257.0 293.0
-374.0 190.0
-219.0 67.0
346.0 -388.0
756.0 -599.0
502.0 63.0
-147.0 1192.0
-512.0 1436.0
-371.0 273.0
-153.0 -1020.0
-255.0 -936.0
-650.0 251.0
-799.0 870.0
-429.0 88.0
139.0 -919.0
472.0 -1097.0
387.0 -908.0
236.0 -1310.0
228.0 -1798.0
166.0 -1615.0
-264.0 -264.0
-1088.0 451.0
-1626.0 -221.0
-1276.0 -1061.0
-301.0 -464.0
441.0 1202.0
365.0 1988.0
-198.0 1118.0
-600.0 -37.0
-533.0 -31.0
-303.0 469.0
-305.0 71.0
-501.0 -1007.0
-677.0 -1090.0
-645.0 298.0
-426.0 1630.0
-235.0 1254.0
-166.0 -235.0
-238.0 -921.0
-337.0 -126.0
-298.0 791.0
-130.0 595.0
68.0 -190.0
38.0 -340.0
-350.0 204.0
-777.0 354.0
-800.0 -309.0
-420.0 -861.0
-108.0 -576.0
-258.0 114.0
-626.0 62.0
-639.0 -667.0
-87.0 -1033.0
489.0 -424.0
616.0 406.0
466.0 498.0
364.0 -105.0
530.0 -526.0
753.0 -361.0
779.0 -94.0
678.0 -143.0
417.0 -273.0
-79.0 17.0
-715.0 576.0
-951.0 819.0
-506.0 559.0
274.0 162.0
491.0 34.0
40.0 169.0
-265.0 347.0
63.0 596.0
589.0 842.0
332.0 872.0
-677.0 574.0
-1283.0 95.0
-742.0 -218.0
525.0 -318.0
1358.0 -308.0
1189.0 -282.0
282.0 -34.0
-600.0 365.0
-939.0 363.0
-681.0 -54.0
50.0 -312.0
726.0 109.0
723.0 813.0
107.0 877.0
-492.0 111.0
-378.0 -556.0
299.0 -430.0
793.0 13.0
688.0 -56.0
238.0 -802.0
17.0 -1383.0
339.0 -1248.0
987.0 -745.0
1418.0 -452.0
1184.0 -459.0
257.0 -495.0
-763.0 -301.0
-1152.0 -50.0
-823.0 174.0
-568.0 314.0
-888.0 530.0
-1404.0 825.0
-1425.0 1062.0
-977.0 1008.0
-595.0 356.0
-522.0 -507.0
-355.0 -802.0
13.0 -194.0
141.0 587.0
-378.0 450.0
-1039.0 -660.0
-868.0 -1337.0
153.0 -658.0
1070.0 518.0
1119.0 673.0
601.0 -450.0
265.0 -1329.0
298.0 -764.0
320.0 545.0
97.0 1135.0
-127.0 653.0
-121.0 -16.0
22.0 -147.0
-2.0 -111.0
-253.0 -486.0
-615.0 -1008.0
-688.0 -1069.0
-247.0 -696.0
380.0 -229.0
466.0 33.0
-256.0 145.0
-1090.0 167.0
-862.0 47.0
409.0 -126.0
1245.0 -187.0
662.0 41.0
-519.0 110.0
-654.0 -215.0
264.0 -459.0
782.0 -347.0
255.0 -180.0
-278.0 -7.0
-164.0 488.0
-86.0 987.0
-306.0 571.0
-350.0 -606.0
52.0 -1303.0
598.0 -965.0
914.0 -462.0
897.0 -566.0
403.0 -879.0
-449.0 -796.0
-931.0 -272.0
-410.0 148.0
813.0 303.0
1366.0 481.0
383.0 874.0
-1004.0 1169.0
-1193.0 1126.0
85.0 953.0
1106.0 906.0
730.0 659.0
-311.0 -68.0
-499.0 -831.0
365.0 -905.0
1062.0 -119.0
901.0 695.0
628.0 896.0
967.0 586.0
1314.0 201.0
839.0 -137.0
-250.0 -496.0
-738.0 -660.0
-49.0 -413.0
915.0 179.0
1097.0 712.0
479.0 1020.0
10.0 1149.0
233.0 1115.0
749.0 628.0
965.0 -250.0
617.0 -756.0
-1.0 -161.0
-620.0 896.0
-954.0 1030.0
-874.0 -118.0
-637.0 -1355.0
-636.0 -1214.0
-946.0 64.0
-1146.0 904.0
-662.0 519.0
366.0 -259.0
1016.0 -225.0
757.0 568.0
-119.0 1066.0
-845.0 891.0
-904.0 705.0
-563.0 1021.0
-183.0 1308.0
182.0 757.0
568.0 -336.0
671.0 -700.0
376.0 79.0
-179.0 1057.0
-684.0 1222.0
-953.0 600.0
-1091.0 214.0
-999.0 538.0
-374.0 980.0
568.0 875.0
832.0 333.0
-2.0 -133.0
-1114.0 -335.0
-1131.0 -564.0
127.0 -880.0
1173.0 -1071.0
790.0 -1004.0
-575.0 -785.0
-1216.0 -641.0
-521.0 -318.0
481.0 314.0
494.0 935.0
-396.0 950.0
-1077.0 281.0
-1106.0 -369.0
-1026.0 -370.0
-1207.0 185.0
-1169.0 593.0
-331.0 517.0
714.0 239.0
882.0 213.0
-56.0 404.0
-1120.0 487.0
-1361.0 138.0
-981.0 -467.0
-838.0 -720.0
-1062.0 -330.0
-933.0 474.0
-233.0 1045.0
286.0 781.0
14.0 -263.0
-537.0 -1139.0
-219.0 -1166.0
894.0 -447.0
1621.0 67.0
1077.0 -297.0
-9.0 -1086.0
-463.0 -1282.0
-82.0 -423.0
164.0 695.0
-319.0 1017.0
-958.0 345.0
-967.0 -578.0
-614.0 -1033.0
-654.0 -830.0
-1158.0 -460.0
-1244.0 -78.0
-377.0 326.0
600.0 594.0
585.0 610.0
-448.0 250.0
-1252.0 -199.0
-1119.0 -589.0
-600.0 -920.0
-511.0 -1010.0
-925.0 -617.0
-949.0 290.0
-397.0 990.0
96.0 691.0
47.0 -463.0
-148.0 -1377.0
242.0 -1124.0
1101.0 -109.0
1549.0 354.0
1015.0 -301.0
78.0 -1259.0
-241.0 -1275.0
23.0 -238.0
50.0 840.0
-442.0 909.0
-929.0 72.0
-851.0 -761.0
-533.0 -1058.0
-631.0 -835.0
-1121.0 -436.0
-1110.0 -21.0
-174.0 346.0
743.0 574.0
600.0 502.0
-471.0 230.0
-1284.0 -123.0
-1112.0 -504.0
-584.0 -868.0
-612.0 -889.0
-979.0 -318.0
-798.0 576.0
-22.0 988.0
372.0 460.0
-86.0 -649.0
-556.0 -1353.0
54.0 -1081.0
1292.0 -448.0
1680.0 -283.0
677.0 -774.0
-537.0 -1264.0
-602.0 -1011.0
185.0 -94.0
523.0 755.0
-99.0 934.0
-861.0 398.0
-1020.0 -327.0
-819.0 -624.0
-944.0 -305.0
-1192.0 340.0
-737.0 605.0
384.0 332.0
1108.0 -75.0
666.0 16.0
-392.0 502.0
-1010.0 743.0
-1002.0 269.0
-994.0 -323.0
-1071.0 -187.0
-724.0 580.0
202.0 997.0
902.0 615.0
484.0 -101.0
-688.0 -400.0
-1199.0 -412.0
-402.0 -763.0
774.0 -1361.0
867.0 -1486.0
-269.0 -856.0
-1234.0 -176.0
-900.0 -94.0
324.0 -242.0
1091.0 71.0
785.0 752.0
-130.0 990.0
-825.0 619.0
-915.0 409.0
-540.0 892.0
-48.0 1357.0
360.0 768.0
531.0 -452.0
516.0 -1032.0
489.0 -321.0
511.0 752.0
298.0 1175.0
-152.0 966.0
-518.0 932.0
-269.0 1112.0
545.0 803.0
1118.0 -105.0
863.0 -697.0
67.0 -176.0
-495.0 799.0
-633.0 1006.0
-789.0 81.0
-1091.0 -889.0
-1152.0 -697.0
-694.0 425.0
-193.0 1235.0
-33.0 871.0
-18.0 -271.0
338.0 -1028.0
922.0 -727.0
1044.0 275.0
714.0 1040.0
615.0 984.0
1102.0 318.0
1382.0 -231.0
683.0 -342.0
-529.0 -224.0
-962.0 -245.0
-132.0 -478.0
904.0 -598.0
1220.0 -299.0
1092.0 145.0
1158.0 217.0
1199.0 -170.0
601.0 -655.0
-446.0 -758.0
-793.0 -412.0
66.0 17.0
1138.0 257.0
1198.0 507.0
298.0 968.0
-370.0 1390.0
-27.0 1281.0
852.0 528.0
1247.0 -216.0
722.0 -270.0
-314.0 192.0
-1067.0 313.0
-923.0 -239.0
-44.0 -954.0
680.0 -1183.0
475.0 -1020.0
-422.0 -848.0
-960.0 -679.0
-447.0 -164.0
348.0 640.0
358.0 1048.0
-391.0 598.0
-981.0 -258.0
-864.0 -743.0
-525.0 -814.0
-643.0 -666.0
-951.0 -372.0
-697.0 250.0
66.0 946.0
373.0 974.0
-165.0 110.0
-718.0 -870.0
-436.0 -1119.0
509.0 -822.0
1071.0 -701.0
561.0 -875.0
-533.0 -820.0
-1118.0 -362.0
-602.0 132.0
507.0 283.0
1161.0 325.0
669.0 697.0
-517.0 1062.0
-1217.0 1057.0
-702.0 903.0
312.0 1008.0
676.0 1045.0
225.0 425.0
-171.0 -647.0
167.0 -1067.0
774.0 -295.0
836.0 842.0
416.0 1272.0
279.0 1039.0
642.0 798.0
932.0 616.0
549.0 -2.0
-24.0 -829.0
-51.0 -889.0
373.0 160.0
530.0 1254.0
11.0 1385.0
-723.0 829.0
-988.0 646.0
-448.0 1022.0
496.0 1065.0
1040.0 460.0
575.0 -166.0
-589.0 -251.0
-1282.0 -157.0
-702.0 -526.0
661.0 -1045.0
1242.0 -1109.0
382.0 -847.0
-768.0 -741.0
-866.0 -736.0
-30.0 -202.0
366.0 768.0
-240.0 1183.0
-965.0 465.0
-943.0 -700.0
-581.0 -1094.0
-681.0 -708.0
-1153.0 -334.0
-1085.0 -154.0
-252.0 255.0
381.0 886.0
61.0 873.0
-727.0 -39.0
-918.0 -1020.0
-353.0 -1216.0
291.0 -913.0
314.0 -901.0
-284.0 -965.0
-900.0 -537.0
-1089.0 312.0
-496.0 517.0
609.0 -173.0
1252.0 -547.0
853.0 212.0
-164.0 1432.0
-488.0 1641.0
365.0 786.0
1285.0 -21.0
994.0 12.0
-287.0 185.0
-1028.0 -332.0
-435.0 -1009.0
594.0 -905.0
1030.0 -76.0
954.0 330.0
1005.0 -129.0
1124.0 -707.0
623.0 -700.0
-478.0 -269.0
-1112.0 -153.0
-492.0 -440.0
665.0 -527.0
1198.0 -128.0
925.0 411.0
584.0 746.0
762.0 661.0
896.0 138.0
610.0 -686.0
106.0 -1077.0
-139.0 -443.0
-124.0 809.0
-388.0 1338.0
-884.0 435.0
-1268.0 -829.0
-1242.0 -924.0
-954.0 288.0
-700.0 1231.0
-398.0 772.0
116.0 -470.0
713.0 -837.0
871.0 -22.0
415.0 825.0
-249.0 1016.0
-493.0 870.0
-181.0 1045.0
295.0 1163.0
525.0 550.0
426.0 -587.0
276.0 -1078.0
283.0 -384.0
262.0 830.0
-26.0 1240.0
-551.0 820.0
-1026.0 504.0
-883.0 689.0
-35.0 925.0
873.0 568.0
973.0 -72.0
56.0 -282.0
-1054.0 -62.0
-1225.0 -188.0
-324.0 -895.0
625.0 -1531.0
503.0 -1411.0
-565.0 -738.0
-1276.0 -297.0
-728.0 -267.0
466.0 -75.0
888.0 521.0
201.0 914.0
-787.0 588.0
-1224.0 -71.0
-1075.0 -207.0
-954.0 379.0
-830.0 842.0
-267.0 540.0
683.0 -90.0
1078.0 -213.0
339.0 279.0
-753.0 686.0
-1220.0 445.0
-1024.0 -176.0
-862.0 -508.0
-970.0 -122.0
-761.0 558.0
58.0 940.0
647.0 643.0
195.0 -168.0
-667.0 -991.0
-584.0 -1213.0
690.0 -816.0
1713.0 -422.0
1239.0 -557.0
-108.0 -1131.0
-706.0 -1254.0
-146.0 -489.0
473.0 536.0
150.0 1001.0
-687.0 555.0
-973.0 -263.0
-687.0 -778.0
-660.0 -775.0
-1108.0 -334.0
-1178.0 121.0
-305.0 409.0
815.0 462.0
909.0 381.0
-122.0 276.0
-1092.0 131.0
-1124.0 -204.0
-657.0 -743.0
-548.0 -993.0
-849.0 -562.0
-823.0 417.0
-213.0 1045.0
311.0 705.0
131.0 -378.0
-241.0 -1220.0
98.0 -1117.0
1126.0 -368.0
1726.0 64.0
1164.0 -330.0
123.0 -1061.0
-278.0 -1194.0
77.0 -405.0
281.0 694.0
-180.0 1063.0
-817.0 424.0
-823.0 -552.0
-492.0 -1036.0
-563.0 -785.0
-1078.0 -242.0
-1107.0 130.0
-159.0 330.0
867.0 485.0
798.0 541.0
-295.0 400.0
-1154.0 52.0
-1091.0 -373.0
-626.0 -702.0
-621.0 -742.0
-899.0 -289.0
-689.0 533.0
62.0 1049.0
455.0 696.0
-17.0 -398.0
-473.0 -1248.0
41.0 -1089.0
1192.0 -410.0
1723.0 -110.0
915.0 -606.0
-314.0 -1211.0
-613.0 -977.0
63.0 -58.0
535.0 849.0
96.0 1041.0
-706.0 547.0
-1043.0 -152.0
-889.0 -515.0
-898.0 -284.0
-1093.0 322.0
-808.0 680.0
228.0 530.0
1077.0 74.0
878.0 99.0
-183.0 531.0
-1028.0 821.0
-1096.0 438.0
-894.0 -223.0
-942.0 -233.0
-855.0 496.0
-105.0 1113.0
785.0 845.0
671.0 115.0
-463.0 -365.0
-1233.0 -413.0
-567.0 -664.0
812.0 -1116.0
1151.0 -1277.0
-30.0 -866.0
-1235.0 -286.0
-1063.0 -94.0
200.0 -97.0
1036.0 245.0
675.0 858.0
-266.0 1058.0
-857.0 642.0
-935.0 358.0
-771.0 784.0
-417.0 1361.0
105.0 1050.0
597.0 -117.0
641.0 -848.0
435.0 -347.0
270.0 780.0
129.0 1356.0
-282.0 1108.0
-764.0 842.0
-658.0 1032.0
192.0 1037.0
1034.0 364.0
968.0 -404.0
91.0 -278.0
-716.0 607.0
-899.0 991.0
-823.0 124.0
-911.0 -1104.0
-1011.0 -1104.0
-859.0 124.0
-601.0 1211.0
-414.0 965.0
-124.0 -198.0
462.0 -882.0
1018.0 -465.0
894.0 513.0
270.0 1126.0
127.0 1141.0
734.0 776.0
1312.0 367.0
783.0 -72.0
-412.0 -441.0
-895.0 -560.0
-140.0 -445.0
896.0 -269.0
1151.0 12.0
866.0 442.0
875.0 702.0
1057.0 417.0
809.0 -396.0
-103.0 -953.0
-682.0 -750.0
-166.0 3.0
784.0 594.0
913.0 789.0
-26.0 940.0
-901.0 1210.0
-672.0 1233.0
417.0 763.0
1168.0 206.0
811.0 47.0
-319.0 107.0
-1133.0 -96.0
-914.0 -633.0
108.0 -975.0
944.0 -868.0
804.0 -761.0
-12.0 -1005.0
-605.0 -1150.0
-491.0 -462.0
-58.0 658.0
-72.0 1074.0
-569.0 382.0
-863.0 -604.0
-590.0 -1039.0
-196.0 -1011.0
-242.0 -1021.0
-621.0 -936.0
-824.0 -257.0
-588.0 714.0
-237.0 962.0
-161.0 20.0
-204.0 -1112.0
68.0 -1270.0
738.0 -606.0
1281.0 -173.0
986.0 -515.0
5.0 -1010.0
-781.0 -972.0
-652.0 -421.0
195.0 274.0
718.0 797.0
211.0 919.0
-892.0 587.0
-1511.0 174.0
-1161.0 237.0
-444.0 864.0
-74.0 1180.0
-5.0 508.0
207.0 -625.0
628.0 -913.0
749.0 -24.0
300.0 1003.0
-248.0 1223.0
-361.0 952.0
-33.0 937.0
310.0 982.0
495.0 378.0
528.0 -670.0
465.0 -906.0
196.0 66.0
-242.0 1203.0
-691.0 1140.0
-1029.0 225.0
-1211.0 -232.0
-1005.0 304.0
-294.0 1050.0
464.0 1027.0
558.0 282.0
-180.0 -579.0
-752.0 -1033.0
-165.0 -952.0
1075.0 -491.0
1664.0 -139.0
1043.0 -374.0
122.0 -1021.0
-108.0 -1249.0
101.0 -437.0
-156.0 674.0
-756.0 793.0
-917.0 -156.0
-306.0 -1183.0
275.0 -1347.0
129.0 -1070.0
-425.0 -1020.0
-634.0 -916.0
-396.0 -195.0
-250.0 794.0
-411.0 790.0
-392.0 -378.0
37.0 -1424.0
577.0 -1315.0
914.0 -548.0
964.0 -319.0
653.0 -857.0
-60.0 -1182.0
-810.0 -752.0
-707.0 -28.0
415.0 359.0
1254.0 493.0
566.0 688.0
-992.0 816.0
-1561.0 767.0
-520.0 722.0
726.0 862.0
715.0 838.0
-162.0 115.0
-323.0 -905.0
492.0 -1149.0
1096.0 -300.0
792.0 720.0
344.0 1043.0
686.0 727.0
1289.0 364.0
1050.0 132.0
83.0 -411.0
-455.0 -950.0
45.0 -823.0
804.0 72.0
852.0 915.0
255.0 1069.0
-214.0 920.0
-120.0 965.0
346.0 899.0
874.0 315.0
1053.0 -444.0
514.0 -462.0
-573.0 260.0
-1309.0 566.0
-904.0 -273.0
92.0 -1464.0
360.0 -1640.0
-545.0 -735.0
-1378.0 89.0
-922.0 85.0
421.0 -169.0
1120.0 117.0
545.0 768.0
-423.0 856.0
-875.0 352.0
-906.0 33.0
-959.0 369.0
-905.0 913.0
-286.0 828.0
703.0 151.0
1120.0 -260.0
514.0 93.0
-490.0 678.0
-976.0 685.0
-952.0 49.0
-926.0 -513.0
-1049.0 -352.0
-813.0 391.0
-79.0 1002.0
462.0 933.0
266.0 105.0
-305.0 -849.0
-304.0 -1187.0
599.0 -752.0
1527.0 -97.0
1492.0 -75.0
651.0 -727.0
-103.0 -1246.0
-109.0 -858.0
135.0 308.0
-70.0 1088.0
-606.0 712.0
-831.0 -342.0
-484.0 -1062.0
-231.0 -1052.0
-561.0 -730.0
-1009.0 -442.0
-753.0 -63.0
105.0 537.0
591.0 959.0
57.0 609.0
-816.0 -298.0
-966.0 -925.0
-301.0 -1027.0
245.0 -939.0
-77.0 -939.0
-791.0 -591.0
-956.0 315.0
-467.0 907.0
229.0 319.0
656.0 -859.0
849.0 -1085.0
952.0 169.0
993.0 1489.0
943.0 1199.0
963.0 -308.0
929.0 -1121.0
540.0 -381.0
-265.0 641.0
-934.0 511.0
-851.0 -434.0
-102.0 -995.0
581.0 -860.0
593.0 -791.0
70.0 -1165.0
-410.0 -1184.0
-506.0 -286.0
-328.0 867.0
-223.0 1002.0
-326.0 35.0
-389.0 -946.0
-82.0 -1112.0
510.0 -836.0
806.0 -847.0
435.0 -1016.0
-439.0 -707.0
-1054.0 -2.0
-796.0 434.0
222.0 74.0
1078.0 -448.0
1143.0 -158.0
570.0 875.0
146.0 1595.0
387.0 1189.0
1006.0 101.0
1159.0 -494.0
489.0 -181.0
-586.0 309.0
-1126.0 121.0
-673.0 -582.0
323.0 -969.0
927.0 -827.0
725.0 -699.0
162.0 -1005.0
-255.0 -1104.0
-363.0 -348.0
-398.0 748.0
-533.0 977.0
-497.0 -33.0
-172.0 -1158.0
300.0 -1284.0
646.0 -771.0
691.0 -606.0
300.0 -907.0
-437.0 -826.0
-1042.0 -33.0
-843.0 522.0
225.0 102.0
1188.0 -596.0
1202.0 -241.0
439.0 1025.0
0.0 1743.0
454.0 996.0
1205.0 -323.0
1111.0 -710.0
103.0 -12.0
-870.0 521.0
-1056.0 77.0
-535.0 -738.0
124.0 -1044.0
483.0 -856.0
374.0 -918.0
-93.0 -1177.0
-568.0 -950.0
-630.0 56.0
-279.0 985.0
-71.0 857.0
-407.0 -154.0
-784.0 -1039.0
-466.0 -1141.0
284.0 -977.0
440.0 -983.0
-325.0 -932.0
-1128.0 -274.0
-1031.0 641.0
-207.0 690.0
415.0 -334.0
521.0 -1212.0
617.0 -702.0
1035.0 673.0
1278.0 1174.0
912.0 153.0
388.0 -1159.0
223.0 -1174.0
176.0 33.0
-264.0 926.0
-999.0 633.0
-1112.0 -318.0
-504.0 -933.0
-86.0 -1016.0
-568.0 -901.0
-1290.0 -692.0
-1104.0 -167.0
-39.0 507.0
705.0 733.0
286.0 471.0
-739.0 98.0
-1247.0 -118.0
-953.0 -425.0
-675.0 -911.0
-858.0 -968.0
-1033.0 -178.0
-591.0 877.0
129.0 1059.0
224.0 205.0
-348.0 -750.0
-677.0 -1064.0
15.0 -845.0
1125.0 -748.0
1351.0 -833.0
313.0 -857.0
-843.0 -789.0
-890.0 -654.0
50.0 -221.0
714.0 543.0
312.0 1110.0
-636.0 827.0
-1167.0 -34.0
-1151.0 -311.0
-949.0 410.0
-756.0 1170.0
-263.0 853.0
462.0 -240.0
838.0 -770.0
579.0 -80.0
14.0 829.0
-378.0 1044.0
-678.0 714.0
-891.0 654.0
-766.0 922.0
-16.0 874.0
887.0 202.0
1001.0 -392.0
227.0 -147.0
-744.0 504.0
-1081.0 553.0
-876.0 -218.0
-740.0 -1133.0
-865.0 -1079.0
-870.0 -90.0
-678.0 841.0
-376.0 806.0
14.0 -127.0
543.0 -951.0
982.0 -756.0
876.0 323.0
363.0 1226.0
236.0 1156.0
844.0 446.0
1362.0 -73.0
804.0 -188.0
-428.0 -268.0
-907.0 -575.0
-123.0 -766.0
903.0 -543.0
1209.0 -33.0
991.0 295.0
1054.0 199.0
1207.0 -163.0
721.0 -553.0
-317.0 -791.0
-758.0 -701.0
-28.0 -284.0
1026.0 280.0
1135.0 678.0
247.0 935.0
-455.0 1104.0
-161.0 1099.0
723.0 677.0
1245.0 -86.0
848.0 -435.0
-183.0 -97.0
-1041.0 229.0
-1018.0 -167.0
-130.0 -1003.0
712.0 -1442.0
554.0 -1198.0
-450.0 -826.0
-1022.0 -650.0
-469.0 -379.0
416.0 343.0
438.0 966.0
-346.0 724.0
-964.0 -200.0
-819.0 -923.0
-532.0 -910.0
-756.0 -620.0
-1032.0 -354.0
-598.0 84.0
207.0 722.0
433.0 923.0
-153.0 190.0
-736.0 -838.0
-468.0 -1251.0
413.0 -1000.0
872.0 -839.0
423.0 -1000.0
-475.0 -935.0
-1025.0 -296.0
-697.0 267.0
404.0 178.0
1291.0 -80.0
1074.0 232.0
-97.0 1016.0
-972.0 1366.0
-460.0 1053.0
728.0 693.0
1129.0 644.0
354.0 353.0
-422.0 -472.0
-141.0 -1085.0
738.0 -730.0
1106.0 331.0
787.0 1008.0
682.0 793.0
1113.0 368.0
1224.0 155.0
478.0 -206.0
-345.0 -706.0
-301.0 -873.0
538.0 -143.0
1001.0 830.0
570.0 1218.0
-169.0 1014.0
-376.0 905.0
85.0 1025.0
772.0 733.0
1142.0 -46.0
701.0 -455.0
-354.0 -27.0
-1198.0 462.0
-1019.0 -37.0
72.0 -1187.0
726.0 -1641.0
77.0 -1042.0
-1067.0 -264.0
-1152.0 -133.0
-14.0 -177.0
909.0 378.0
513.0 1014.0
-532.0 914.0
-1034.0 82.0
-875.0 -521.0
-939.0 -255.0
-1214.0 339.0
-955.0 575.0
107.0 431.0
993.0 436.0
639.0 539.0
-530.0 415.0
-1212.0 -67.0
-897.0 -578.0
-393.0 -894.0
-400.0 -944.0
-750.0 -590.0
-831.0 213.0
-533.0 949.0
-88.0 680.0
310.0 -460.0
697.0 -1210.0
952.0 -478.0
921.0 991.0
781.0 1471.0
900.0 438.0
1125.0 -776.0
855.0 -740.0
-29.0 179.0
-876.0 539.0
-909.0 -132.0
-193.0 -889.0
590.0 -896.0
893.0 -601.0
732.0 -725.0
408.0 -1149.0
7.0 -960.0
-531.0 49.0
-807.0 778.0
-539.0 368.0
84.0 -677.0
631.0 -1104.0
919.0 -616.0
1094.0 60.0
1150.0 -3.0
737.0 -656.0
-145.0 -987.0
-777.0 -662.0
-404.0 15.0
651.0 562.0
1002.0 844.0
42.0 903.0
-1213.0 853.0
-1395.0 776.0
-310.0 888.0
698.0 1057.0
572.0 821.0
-229.0 -23.0
-391.0 -906.0
299.0 -976.0
965.0 -152.0
929.0 734.0
655.0 940.0
875.0 491.0
1240.0 2.0
864.0 -202.0
-232.0 -374.0
-908.0 -571.0
-290.0 -535.0
838.0 -75.0
1221.0 494.0
727.0 843.0
228.0 994.0
467.0 924.0
906.0 399.0
821.0 -473.0
304.0 -959.0
-151.0 -336.0
-301.0 930.0
-512.0 1379.0
-915.0 331.0
-1241.0 -1010.0
-1163.0 -926.0
-887.0 464.0
-655.0 1338.0
-396.0 724.0
92.0 -494.0
710.0 -784.0
919.0 36.0
488.0 932.0
-155.0 1071.0
-334.0 955.0
152.0 1104.0
690.0 1082.0
642.0 308.0
150.0 -730.0
-144.0 -1047.0
207.0 -285.0
635.0 713.0
500.0 1124.0
